network,content_id,genre_id,weekday_id,stratified_hour_id,y,n,leave_out_set
1,136,13,0,3,1,11,0
1,1480,16,0,3,1,10,0
1,136,13,0,3,0,1,0
1,136,13,0,2,0,1,0
1,406,14,0,2,1,3,0
1,526,13,0,2,0,2,0
1,134,13,0,4,1,1,0
1,134,13,0,4,0,2,0
1,134,13,0,4,0,4,0
1,515,13,0,4,1,5,0
1,515,13,0,0,0,8,0
1,134,13,0,0,1,10,0
1,1451,13,0,0,0,33,0
1,516,14,0,1,1,16,0
1,1457,13,0,1,1,3,0
1,1512,13,0,1,0,8,0
1,226,14,0,5,3,40,0
1,227,14,0,5,2,29,0
1,127,13,0,3,2,13,0
1,1480,16,1,3,1,16,0
1,128,13,1,3,1,14,0
1,130,13,1,3,0,2,0
1,138,13,1,2,0,2,0
1,406,13,1,2,1,5,0
1,406,14,1,2,0,5,0
1,134,13,1,4,0,8,0
1,134,13,1,4,0,1,0
1,134,13,1,4,0,2,0
1,238,14,1,4,0,2,0
1,238,14,1,0,1,15,0
1,134,13,1,0,1,13,0
1,1451,13,1,0,1,28,0
1,632,13,1,1,1,25,0
1,632,14,1,1,1,16,0
1,176,13,1,1,1,21,0
1,1457,13,1,1,0,9,0
1,1510,13,1,1,1,10,0
1,446,14,1,5,2,93,0
1,1450,14,1,5,3,92,0
1,127,13,1,3,1,20,0
1,1480,16,2,3,0,21,0
1,128,13,2,3,0,14,0
1,129,13,2,3,0,5,0
1,138,13,2,2,0,4,0
1,406,16,2,2,0,4,0
1,406,14,2,2,1,14,0
1,134,13,2,4,1,5,0
1,134,13,2,4,0,8,0
1,134,13,2,4,0,3,0
1,195,13,2,4,0,6,0
1,478,13,2,0,0,9,0
1,134,13,2,0,0,7,0
1,1451,13,2,0,0,32,0
1,542,13,2,1,0,15,0
1,542,13,2,1,0,9,0
1,1512,13,2,1,0,10,0
1,1457,13,2,1,0,9,0
1,298,13,2,1,2,9,0
1,341,14,2,5,2,29,0
1,504,14,2,5,2,34,0
1,127,13,2,3,0,8,0
1,1124,13,3,3,1,7,0
1,1480,16,3,3,2,9,0
1,129,13,3,3,2,9,0
1,138,13,3,2,0,9,0
1,406,16,3,2,0,2,0
1,406,13,3,2,0,1,0
1,526,13,3,2,0,6,0
1,526,14,3,2,0,11,0
1,134,13,3,4,0,7,0
1,134,13,3,4,0,3,0
1,134,13,3,4,0,3,0
1,524,13,3,4,2,10,0
1,524,13,3,0,1,13,0
1,134,13,3,0,0,12,0
1,233,14,3,0,4,66,0
1,234,14,3,0,5,50,0
1,632,14,3,1,5,50,0
1,632,13,3,1,3,22,0
1,632,14,3,1,8,60,0
1,527,13,3,5,2,48,0
1,210,14,3,5,12,163,0
1,127,13,3,3,0,27,0
1,1480,16,4,3,0,21,0
1,128,13,4,3,0,12,0
1,130,13,4,3,0,6,0
1,138,13,4,2,1,9,0
1,526,13,4,2,3,15,0
1,526,13,4,2,1,19,0
1,526,13,4,2,1,12,0
1,526,13,4,2,1,11,0
1,526,13,4,2,1,15,0
1,524,13,4,4,0,11,0
1,524,13,4,4,1,9,0
1,524,13,4,4,1,24,0
1,524,13,4,4,1,25,0
1,524,14,4,4,1,52,0
1,134,13,4,0,1,31,0
1,1451,13,4,0,1,54,0
1,632,14,4,1,6,127,0
1,632,13,4,1,3,52,0
1,212,14,4,5,9,75,0
1,527,14,4,5,20,204,0
1,1062,14,4,3,9,106,0
1,129,14,5,3,9,106,0
1,1480,14,5,3,9,106,0
1,131,16,5,2,0,13,0
1,406,14,5,2,0,12,0
1,406,16,5,2,0,6,0
1,526,13,5,2,1,6,0
1,135,13,5,4,1,10,0
1,135,13,5,4,0,12,0
1,135,13,5,4,0,9,0
1,135,13,5,4,1,9,0
1,1020,16,5,0,0,7,0
1,264,13,5,0,0,7,0
1,229,14,5,0,2,33,0
1,230,14,5,0,6,85,0
1,508,13,5,1,3,24,0
1,421,14,5,1,5,49,0
1,1497,14,5,1,10,88,0
1,391,14,5,5,3,63,0
1,209,14,5,5,19,407,0
1,228,14,5,3,4,95,0
1,136,13,6,3,1,45,0
1,440,13,6,3,1,78,0
1,136,13,6,2,1,26,0
1,526,13,6,2,0,15,0
1,406,13,6,2,0,15,0
1,266,13,6,2,1,8,0
1,528,13,6,4,2,13,0
1,528,13,6,4,1,15,0
1,135,13,6,4,1,15,0
1,528,13,6,4,0,30,0
1,528,13,6,0,3,29,0
1,528,14,6,0,6,64,0
1,1082,13,6,0,0,6,0
1,132,14,6,0,5,57,0
1,508,13,6,1,2,16,0
1,309,14,6,1,3,30,0
1,508,13,6,1,0,15,0
1,431,14,6,5,1,51,0
1,1498,14,6,5,3,63,0
1,136,13,0,3,2,16,0
1,136,13,0,3,1,13,0
1,1480,16,0,2,0,9,0
1,406,13,0,2,0,4,0
1,317,14,0,2,2,12,0
1,1020,16,0,2,0,1,0
1,134,13,0,4,0,7,0
1,134,13,0,4,1,6,0
1,134,13,0,4,1,10,0
1,515,14,0,4,0,9,0
1,134,13,0,0,0,5,0
1,1451,13,0,0,1,34,0
1,478,14,0,1,2,20,0
1,478,13,0,1,2,21,0
1,1457,13,0,1,1,16,0
1,298,13,0,1,0,17,0
1,527,14,0,5,8,157,0
1,527,14,0,3,8,73,0
1,127,13,0,3,2,17,0
1,1480,16,1,3,1,9,0
1,128,13,1,3,0,9,0
1,129,13,1,3,2,16,0
1,138,13,1,2,1,8,0
1,406,16,1,2,0,6,0
1,406,14,1,2,0,6,0
1,406,14,1,4,0,1,0
1,1020,16,1,4,0,1,0
1,134,13,1,4,0,2,0
1,134,13,1,4,1,3,0
1,238,14,1,4,0,3,0
1,238,14,1,0,0,6,0
1,134,13,1,0,0,9,0
1,1451,13,1,0,3,32,0
1,632,14,1,1,1,36,0
1,1457,13,1,1,0,18,0
1,1496,13,1,1,0,7,0
1,176,13,1,1,0,23,0
1,235,14,1,5,2,66,0
1,412,14,1,5,1,40,0
1,127,13,1,3,2,11,0
1,1480,16,2,3,0,11,0
1,128,13,2,3,0,5,0
1,129,13,2,3,0,2,0
1,138,13,2,2,0,5,0
1,406,16,2,2,0,3,0
1,406,14,2,2,0,3,0
1,406,13,2,2,0,3,0
1,134,13,2,4,0,3,0
1,134,13,2,4,0,8,0
1,134,13,2,4,0,4,0
1,515,13,2,4,0,2,0
1,515,4,2,0,0,2,0
1,134,13,2,0,0,7,0
1,1451,13,2,0,1,29,0
1,632,13,2,1,2,16,0
1,632,14,2,1,2,29,0
1,1457,13,2,1,0,11,0
1,186,13,2,1,0,32,0
1,341,14,2,5,6,54,0
1,504,14,2,5,8,67,0
1,127,13,2,3,1,7,0
1,1124,13,3,3,0,6,0
1,1480,16,3,3,1,8,0
1,129,13,3,3,0,6,0
1,138,13,3,2,1,4,0
1,406,16,3,2,3,8,0
1,406,13,3,2,1,1,0
1,526,13,3,2,1,6,0
1,406,14,3,2,0,2,0
1,406,14,3,4,1,5,0
1,134,13,3,4,0,2,0
1,134,13,3,4,0,5,0
1,524,13,3,4,0,6,0
1,541,13,3,0,0,5,0
1,1198,13,3,0,1,6,0
1,134,13,3,0,0,8,0
1,1451,13,3,0,0,28,0
1,632,13,3,1,0,14,0
1,632,13,3,1,3,33,0
1,1457,13,3,1,0,13,0
1,298,13,3,1,1,14,0
1,527,13,3,5,3,36,0
1,527,14,3,5,5,54,0
1,527,14,3,5,13,109,0
1,127,13,3,3,2,15,0
1,1480,16,4,3,0,9,0
1,128,13,4,3,1,6,0
1,129,13,4,3,0,5,0
1,138,13,4,2,1,5,0
1,406,16,4,2,0,8,0
1,526,14,4,2,1,8,0
1,526,13,4,2,0,9,0
1,526,13,4,2,0,6,0
1,134,13,4,4,0,6,0
1,134,13,4,4,0,9,0
1,134,13,4,4,0,5,0
1,478,13,4,4,0,8,0
1,195,13,4,0,1,7,0
1,134,13,4,0,0,4,0
1,1451,13,4,0,1,18,0
1,477,13,4,0,0,6,0
1,149,14,4,0,0,33,0
1,1457,13,4,1,0,11,0
1,298,13,4,1,1,16,0
1,501,14,4,5,1,16,0
1,1062,14,4,5,2,39,0
1,127,13,4,3,1,12,0
1,1480,16,5,3,1,15,0
1,128,13,5,3,3,12,0
1,130,13,5,3,1,12,0
1,138,13,5,2,0,8,0
1,406,16,5,2,1,9,0
1,406,14,5,2,0,10,0
1,135,13,5,4,0,6,0
1,1493,13,5,4,0,3,0
1,149,14,5,4,0,61,0
1,149,14,5,4,2,117,0
1,229,14,5,0,5,51,0
1,230,14,5,0,1,33,0
1,508,13,5,1,0,14,0
1,126,14,5,1,2,40,0
1,551,14,5,1,4,23,0
1,199,13,5,5,5,36,0
1,1499,13,5,5,7,47,0
1,177,14,5,3,13,143,0
1,136,13,6,3,2,28,0
1,136,13,6,2,2,11,0
1,406,16,6,2,1,8,0
1,240,14,6,2,2,16,0
1,240,14,6,4,0,0,0
1,135,13,6,4,1,8,0
1,135,13,6,4,0,14,0
1,1455,13,6,4,0,6,0
1,149,14,6,4,3,80,0
1,149,14,6,0,8,135,0
1,240,14,6,0,6,85,0
1,478,13,6,1,2,40,0
1,528,13,6,1,1,42,0
1,528,13,6,1,2,27,0
1,299,13,6,1,1,22,0
1,1082,13,6,5,2,11,0
1,231,14,6,5,7,101,0
1,527,13,6,5,2,32,0
1,211,13,6,3,6,69,0
1,139,13,6,3,2,26,0
1,136,13,0,3,0,15,0
1,1480,16,0,3,2,15,0
1,136,13,0,3,0,10,0
1,1496,13,0,2,0,4,0
1,406,14,0,2,2,7,0
1,406,13,0,2,0,7,0
1,134,13,0,4,0,9,0
1,134,13,0,4,3,5,0
1,134,13,0,4,0,4,0
1,551,14,0,4,0,8,0
1,134,13,0,0,0,9,0
1,1451,13,0,0,2,28,0
1,1496,13,0,1,0,2,0
1,632,13,0,1,0,9,0
1,632,13,0,1,1,19,0
1,1457,13,0,1,0,10,0
1,298,13,0,1,2,15,0
1,1411,13,0,5,3,38,0
1,527,14,0,5,6,125,0
1,127,13,0,3,1,26,0
1,1480,16,1,3,1,14,0
1,128,13,1,3,1,10,0
1,130,13,1,3,1,3,0
1,138,13,1,2,0,3,0
1,406,16,1,2,1,5,0
1,526,14,1,2,1,4,0
1,526,14,1,4,1,9,0
1,134,13,1,4,1,4,0
1,134,13,1,4,0,3,0
1,238,14,1,4,1,9,0
1,238,14,1,0,0,7,0
1,134,13,1,0,0,4,0
1,1451,13,1,0,0,28,0
1,632,13,1,1,0,10,0
1,632,14,1,1,0,20,0
1,1457,13,1,1,0,11,0
1,1496,13,1,1,0,5,0
1,235,14,1,1,8,39,0
1,412,14,1,5,2,36,0
1,508,13,1,3,0,10,0
1,1450,14,1,3,2,50,0
1,129,13,2,3,1,12,0
1,1480,16,2,3,0,11,0
1,131,13,2,2,1,6,0
1,406,14,2,2,0,7,0
1,406,16,2,2,0,5,0
1,526,13,2,2,0,2,0
1,134,13,2,4,0,4,0
1,134,13,2,4,1,3,0
1,134,13,2,4,0,7,0
1,1219,13,2,4,2,5,0
1,1219,13,2,0,0,5,0
1,134,13,2,0,0,4,0
1,1451,13,2,0,0,36,0
1,1449,14,2,1,3,16,0
1,1457,13,2,1,1,13,0
1,176,13,2,1,2,20,0
1,341,14,2,1,3,47,0
1,504,14,2,5,8,84,0
1,125,13,2,3,2,24,0
1,1124,13,3,3,0,11,0
1,1480,16,3,3,1,10,0
1,129,13,3,3,1,4,0
1,138,13,3,2,0,3,0
1,406,16,3,2,0,3,0
1,406,13,3,2,0,0,0
1,406,14,3,2,0,1,0
1,134,13,3,4,0,2,0
1,134,13,3,4,1,2,0
1,134,13,3,4,0,0,0
1,240,14,3,4,0,10,0
1,1451,13,3,0,0,24,0
1,632,14,3,1,0,14,0
1,632,13,3,1,0,21,0
1,1457,13,3,1,0,17,0
1,298,13,3,1,0,12,0
1,527,14,3,5,2,30,0
1,527,13,3,5,4,43,0
1,137,14,3,5,3,63,0
1,432,14,3,3,4,37,0
1,129,14,4,3,4,37,0
1,1480,16,4,3,1,9,0
1,131,13,4,2,2,5,0
1,317,14,4,2,1,5,0
1,406,16,4,2,0,8,0
1,406,13,4,2,0,1,0
1,134,13,4,4,0,6,0
1,134,13,4,4,1,6,0
1,134,13,4,4,0,5,0
1,1198,13,4,4,0,4,0
1,524,13,4,4,0,2,0
1,524,13,4,0,0,9,0
1,134,13,4,0,0,11,0
1,1451,13,4,0,1,43,0
1,542,13,4,1,0,5,0
1,1199,13,4,1,1,4,0
1,478,13,4,1,0,18,0
1,1457,13,4,1,1,15,0
1,298,13,4,1,1,11,0
1,501,14,4,5,0,20,0
1,1082,13,4,5,1,30,0
1,527,13,4,5,1,30,0
1,527,13,4,3,5,75,0
1,127,13,4,3,0,21,0
1,1480,16,5,3,2,18,0
1,128,13,5,3,4,16,0
1,130,13,5,3,0,12,0
1,138,13,5,2,0,4,0
1,406,16,5,2,0,8,0
1,526,13,5,2,1,16,0
1,526,13,5,2,2,21,0
1,135,13,5,4,1,14,0
1,135,13,5,4,0,11,0
1,135,13,5,4,0,8,0
1,135,13,5,4,0,16,0
1,478,13,5,0,3,20,0
1,206,14,5,0,3,41,0
1,229,14,5,0,3,46,0
1,230,14,5,0,4,39,0
1,508,14,5,1,4,39,0
1,421,14,5,1,3,35,0
1,528,13,5,1,2,18,0
1,527,14,5,5,5,43,0
1,527,13,5,5,5,53,0
1,527,14,5,5,4,55,0
1,177,14,5,3,12,164,0
1,136,13,6,3,3,44,0
1,136,13,6,2,4,25,0
1,406,16,6,2,4,24,0
1,526,14,6,2,4,42,0
1,526,14,6,4,0,23,0
1,528,13,6,4,0,16,0
1,135,13,6,4,1,18,0
1,135,13,6,4,0,20,0
1,1020,16,6,4,0,4,0
1,240,14,6,4,5,43,0
1,1082,13,6,0,2,7,0
1,232,14,6,0,3,21,0
1,459,14,6,1,0,40,0
1,528,14,6,1,5,46,0
1,528,13,6,1,4,42,0
1,528,14,6,1,4,56,0
1,391,13,6,5,13,229,0
1,194,14,6,5,40,656,0
1,185,14,6,3,51,865,0
1,136,14,0,3,51,865,0
1,136,13,0,3,11,176,0
1,1480,13,0,2,3,67,0
1,136,16,0,2,1,35,0
1,523,14,0,2,2,43,0
1,526,14,0,2,2,43,0
1,134,13,0,4,0,15,0
1,134,13,0,4,0,18,0
1,134,13,0,4,0,15,0
1,515,13,0,4,1,19,0
1,515,13,0,0,1,17,0
1,134,13,0,0,2,17,0
1,1451,13,0,0,4,63,0
1,461,14,0,1,0,19,0
1,478,14,0,1,0,24,0
1,389,13,0,1,2,38,0
1,240,14,0,1,5,78,0
1,208,14,0,5,9,124,0
1,127,13,0,3,2,32,0
1,1480,16,1,3,0,22,0
1,1457,13,1,3,0,15,0
1,129,13,1,3,1,12,0
1,138,13,1,2,1,9,0
1,406,16,1,2,0,5,0
1,526,13,1,2,0,10,0
1,526,14,1,2,0,20,0
1,526,14,1,4,1,17,0
1,134,13,1,4,1,14,0
1,134,13,1,4,0,10,0
1,238,14,1,4,1,14,0
1,238,14,1,0,0,9,0
1,134,13,1,0,0,7,0
1,1451,13,1,0,0,33,0
1,149,14,1,0,1,23,0
1,389,13,1,1,1,18,0
1,632,4,1,1,1,14,0
1,235,14,1,1,5,62,0
1,412,14,1,5,5,85,0
1,508,14,1,3,5,85,0
1,1450,14,1,3,6,65,0
1,129,13,2,3,0,15,0
1,1480,16,2,3,0,21,0
1,131,13,2,2,0,13,0
1,406,14,2,2,0,11,0
1,406,16,2,2,0,8,0
1,526,13,2,2,0,7,0
1,134,13,2,4,0,5,0
1,134,13,2,4,0,8,0
1,134,13,2,4,0,5,0
1,551,14,2,4,1,9,0
1,134,13,2,0,0,6,0
1,1451,13,2,0,3,41,0
1,149,14,2,0,3,46,0
1,389,13,2,1,1,17,0
1,632,13,2,1,3,29,0
1,186,13,2,5,5,44,0
1,341,14,2,5,4,52,0
1,125,13,2,3,3,34,0
1,127,13,2,3,3,20,0
1,1124,13,3,3,0,13,0
1,1480,16,3,3,0,14,0
1,129,13,3,3,0,14,0
1,138,13,3,2,0,7,0
1,406,16,3,2,0,7,0
1,406,13,3,2,0,4,0
1,526,13,3,2,0,11,0
1,1449,14,3,2,0,12,0
1,1449,14,3,4,1,9,0
1,134,13,3,4,1,9,0
1,134,13,3,4,1,14,0
1,551,14,3,4,1,10,0
1,134,13,3,0,0,7,0
1,1451,13,3,0,1,35,0
1,208,14,3,1,2,29,0
1,389,13,3,1,2,16,0
1,632,14,3,1,10,128,0
1,137,14,3,5,1,34,0
1,432,14,3,3,3,24,0
1,129,13,4,3,0,7,0
1,1480,16,4,3,0,12,0
1,131,13,4,2,1,5,0
1,406,14,4,2,0,7,0
1,406,16,4,2,0,2,0
1,406,13,4,2,0,0,0
1,134,13,4,4,0,3,0
1,134,13,4,4,0,4,0
1,134,13,4,4,0,3,0
1,478,14,4,4,0,10,0
1,524,13,4,0,0,10,0
1,134,13,4,0,0,8,0
1,1451,13,4,0,1,37,0
1,1172,13,4,0,0,12,0
1,711,14,4,0,2,38,0
1,176,13,4,1,0,18,0
1,298,13,4,1,1,14,0
1,208,14,4,1,5,102,0
1,501,14,4,5,5,39,0
1,527,13,4,3,2,28,0
1,127,13,4,3,1,24,0
1,1480,16,5,3,1,11,0
1,1457,13,5,3,0,8,0
1,129,13,5,3,1,16,0
1,138,13,5,2,0,12,0
1,406,16,5,2,0,13,0
1,406,13,5,2,0,7,0
1,406,14,5,2,1,6,0
1,135,13,5,4,1,10,0
1,135,13,5,4,1,8,0
1,135,13,5,4,2,8,0
1,1172,13,5,4,0,4,0
1,711,14,5,4,0,19,0
1,462,14,5,0,6,46,0
1,1202,13,5,0,0,10,0
1,308,14,5,0,3,13,0
1,238,14,5,1,1,19,0
1,1455,13,5,1,2,15,0
1,682,13,5,1,3,29,0
1,681,14,5,1,5,78,0
1,228,14,5,5,5,76,0
1,1499,14,5,5,5,76,0
1,177,14,5,3,12,151,0
1,136,13,6,3,2,37,0
1,136,13,6,2,1,21,0
1,406,16,6,2,0,12,0
1,240,14,6,2,2,25,0
1,240,14,6,4,0,16,0
1,135,13,6,4,0,16,0
1,135,13,6,4,1,17,0
1,1455,13,6,4,0,8,0
1,1172,13,6,4,0,5,0
1,711,14,6,4,0,13,0
1,711,14,6,0,1,11,0
1,551,14,6,0,3,25,0
1,1082,13,6,1,0,6,0
1,240,14,6,1,1,46,0
1,527,13,6,5,3,21,0
1,299,13,6,5,1,20,0
1,208,14,6,5,7,131,0
1,213,13,6,3,5,68,0
1,139,13,6,3,3,28,0
1,136,13,0,3,1,14,0
1,1480,16,0,3,0,13,0
1,136,13,0,3,1,11,0
1,136,13,0,2,1,6,0
1,406,13,0,2,0,3,0
1,406,14,0,2,0,4,0
1,134,13,0,4,1,7,0
1,134,13,0,4,0,6,0
1,134,13,0,4,1,7,0
1,1455,13,0,4,0,4,0
1,551,14,0,4,0,10,0
1,1480,16,0,0,0,4,0
1,1451,13,0,0,1,39,0
1,478,14,0,1,1,12,0
1,459,14,0,1,3,46,0
1,389,13,0,1,1,22,0
1,208,14,0,1,3,65,0
1,210,14,0,5,13,208,0
1,127,13,0,3,3,30,0
1,1480,16,1,3,0,18,0
1,1457,13,1,3,0,12,0
1,129,13,1,3,0,17,0
1,138,13,1,2,0,8,0
1,406,16,1,2,0,8,0
1,523,14,1,2,2,20,0
1,526,13,1,2,0,7,0
1,526,13,1,4,0,5,0
1,134,13,1,4,1,8,0
1,134,13,1,4,1,5,0
1,240,14,1,4,1,31,0
1,1480,16,1,0,1,12,0
1,1451,13,1,0,2,41,0
1,1450,14,1,1,0,27,0
1,389,13,1,1,0,20,0
1,632,13,1,1,1,22,0
1,235,14,1,1,6,65,0
1,412,14,1,5,7,92,0
1,125,13,1,3,0,30,0
1,1480,16,2,3,3,15,0
1,1457,13,2,3,0,6,0
1,129,13,2,3,1,9,0
1,138,13,2,2,0,8,0
1,406,16,2,2,0,11,0
1,526,13,2,2,0,5,0
1,406,14,2,2,1,10,0
1,134,13,2,4,0,6,0
1,134,13,2,4,0,6,0
1,134,13,2,4,0,4,0
1,524,13,2,4,1,7,0
1,1449,14,2,4,1,23,0
1,1480,16,2,0,0,7,0
1,1451,13,2,0,0,19,0
1,176,13,2,1,0,16,0
1,632,13,2,1,1,18,0
1,632,13,2,1,1,16,0
1,389,13,2,1,2,20,0
1,632,13,2,1,5,46,0
1,341,14,2,5,1,46,0
1,504,14,2,5,3,37,0
1,127,13,2,3,0,10,0
1,1124,13,3,3,0,10,0
1,1480,16,3,3,1,7,0
1,129,13,3,3,0,4,0
1,138,13,3,2,0,7,0
1,406,16,3,2,0,4,0
1,406,13,3,2,0,4,0
1,526,13,3,2,0,4,0
1,406,14,3,2,0,3,0
1,406,14,3,4,0,1,0
1,134,13,3,4,0,4,0
1,134,13,3,4,1,4,0
1,478,14,3,4,0,9,0
1,478,14,3,0,0,7,0
1,1198,13,3,0,0,1,0
1,1480,16,3,0,0,5,0
1,1451,13,3,0,1,39,0
1,1199,13,3,1,0,9,0
1,542,13,3,1,0,5,0
1,238,14,3,1,0,15,0
1,389,13,3,1,1,18,0
1,632,13,3,1,1,36,0
1,527,13,3,5,4,36,0
1,137,14,3,5,2,30,0
1,508,13,3,5,0,5,0
1,432,14,3,3,5,46,0
1,1480,16,4,3,0,15,0
1,1457,13,4,3,1,13,0
1,129,13,4,3,1,6,0
1,138,13,4,2,0,8,0
1,406,16,4,2,0,4,0
1,406,14,4,2,0,4,0
1,406,13,4,2,0,2,0
1,134,13,4,4,0,6,0
1,134,13,4,4,0,9,0
1,134,13,4,4,1,5,0
1,195,13,4,4,1,4,0
1,510,13,4,4,0,5,0
1,510,13,4,0,0,10,0
1,1480,16,4,0,0,12,0
1,1451,13,4,0,0,29,0
1,149,14,4,0,2,56,0
1,196,4,4,1,3,27,0
1,632,13,4,1,2,28,0
1,527,14,4,5,2,45,0
1,501,14,4,5,4,33,0
1,199,13,4,5,2,66,0
1,527,13,4,3,2,66,0
1,127,13,4,3,0,29,0
1,1480,16,5,3,2,23,0
1,1457,13,5,3,1,11,0
1,129,13,5,3,1,15,0
1,138,13,5,2,1,14,0
1,406,16,5,2,0,10,0
1,526,14,5,2,0,5,0
1,526,13,5,2,0,6,0
1,526,13,5,2,1,12,0
1,135,13,5,4,0,12,0
1,1455,13,5,4,0,14,0
1,149,14,5,4,3,84,0
1,149,14,5,4,5,131,0
1,229,14,5,0,5,79,0
1,369,14,5,0,8,78,0
1,391,13,5,1,4,75,0
1,194,14,5,1,23,393,0
1,228,14,5,5,7,101,0
1,177,14,5,3,15,171,0
1,136,13,6,3,3,65,0
1,136,13,6,2,0,22,0
1,526,13,6,2,0,23,0
1,406,16,6,2,0,8,0
1,266,13,6,2,1,12,0
1,526,13,6,2,0,12,0
1,526,13,6,4,0,13,0
1,528,13,6,4,1,18,0
1,369,14,6,4,6,86,0
1,477,13,6,0,3,44,0
1,149,14,6,0,7,117,0
1,370,14,6,0,7,114,0
1,459,14,6,1,4,63,0
1,299,13,6,1,5,25,0
1,1082,13,6,1,0,14,0
1,132,14,6,1,3,57,0
1,527,14,6,5,8,111,0
1,208,14,6,5,11,157,0
1,139,13,6,3,0,37,0
1,136,13,0,3,2,22,0
1,1480,16,0,3,1,16,0
1,136,13,0,3,1,10,0
1,136,13,0,2,0,7,0
1,406,13,0,2,0,2,0
1,406,14,0,2,0,4,0
1,134,13,0,4,0,6,0
1,134,13,0,4,0,4,0
1,134,13,0,4,1,6,0
1,1455,13,0,4,2,5,0
1,551,14,0,4,2,8,0
1,1480,16,0,0,1,5,0
1,1451,13,0,0,2,41,0
1,1527,13,0,1,1,23,0
1,389,13,0,1,2,13,0
1,1124,13,0,1,1,12,0
1,543,13,0,5,3,18,0
1,207,13,0,5,1,17,0
1,527,14,0,5,16,118,0
1,127,13,0,3,1,12,0
1,1480,16,1,3,0,11,0
1,1457,13,1,3,0,6,0
1,129,13,1,3,0,8,0
1,138,13,1,2,0,2,0
1,406,16,1,2,1,12,0
1,526,14,1,2,2,23,0
1,526,14,1,4,0,6,0
1,134,13,1,4,0,3,0
1,134,13,1,4,0,6,0
1,240,14,1,4,0,14,0
1,1480,16,1,0,1,11,0
1,1451,13,1,0,0,27,0
1,1527,13,1,1,0,16,0
1,389,13,1,1,1,21,0
1,1124,13,1,1,1,18,0
1,235,14,1,5,6,42,0
1,412,14,1,5,7,44,0
1,127,13,1,3,2,6,0
1,1480,16,2,3,1,8,0
1,1457,13,2,3,1,2,0
1,129,13,2,3,0,1,0
1,138,13,2,2,0,3,0
1,406,16,2,2,0,2,0
1,406,13,2,2,0,2,0
1,406,14,2,2,0,3,0
1,134,13,2,4,0,3,0
1,134,13,2,4,0,8,0
1,134,13,2,4,0,4,0
1,176,13,2,4,0,4,0
1,478,14,2,4,0,13,0
1,478,14,2,0,0,13,0
1,1480,16,2,0,0,7,0
1,1451,13,2,0,0,30,0
1,1527,13,2,1,1,19,0
1,389,13,2,1,1,22,0
1,1124,13,2,1,0,13,0
1,341,14,2,1,9,69,0
1,504,14,2,5,3,49,0
1,125,13,2,3,1,12,0
1,1200,13,3,3,1,7,0
1,1480,16,3,3,1,9,0
1,129,13,3,3,1,5,0
1,138,13,3,2,1,5,0
1,406,16,3,2,0,3,0
1,406,13,3,2,0,1,0
1,526,13,3,2,0,6,0
1,526,13,3,2,0,5,0
1,526,14,3,2,0,4,0
1,134,13,3,4,0,2,0
1,134,13,3,4,0,4,0
1,134,13,3,4,0,4,0
1,461,14,3,4,1,3,0
1,524,13,3,0,0,4,0
1,524,13,3,0,1,14,0
1,1480,16,3,0,0,7,0
1,1451,13,3,0,1,31,0
1,1527,13,3,1,2,24,0
1,389,13,3,1,4,20,0
1,1124,13,3,1,2,26,0
1,543,13,3,5,3,24,0
1,543,13,3,5,2,21,0
1,527,13,3,5,2,25,0
1,527,14,3,5,4,31,0
1,137,14,3,5,3,31,0
1,127,13,3,3,1,12,0
1,1480,16,4,3,2,16,0
1,1457,13,4,3,1,10,0
1,129,13,4,3,1,9,0
1,138,13,4,2,1,6,0
1,406,16,4,2,1,2,0
1,406,14,4,2,1,8,0
1,526,13,4,2,1,5,0
1,134,13,4,4,1,7,0
1,134,13,4,4,0,3,0
1,134,13,4,4,0,5,0
1,1020,16,4,4,0,3,0
1,1449,14,4,4,0,17,0
1,1480,16,4,0,2,5,0
1,1451,13,4,0,0,34,0
1,1527,13,4,1,1,13,0
1,1124,13,4,1,0,12,0
1,1062,14,4,1,1,26,0
1,212,14,4,5,3,39,0
1,501,14,4,5,3,29,0
1,671,13,4,3,1,36,0
1,670,14,4,3,5,130,0
1,128,13,5,3,2,62,0
1,1480,16,5,3,1,24,0
1,129,13,5,3,2,13,0
1,138,13,5,2,1,9,0
1,406,16,5,2,1,10,0
1,526,14,5,2,0,5,0
1,526,14,5,2,2,7,0
1,526,13,5,2,2,8,0
1,135,13,5,4,2,4,0
1,551,14,5,4,0,14,0
1,1172,13,5,4,0,7,0
1,711,14,5,4,1,15,0
1,264,13,5,0,0,16,0
1,229,14,5,0,11,88,0
1,508,13,5,0,3,31,0
1,230,14,5,0,8,88,0
1,508,13,5,1,2,22,0
1,126,14,5,1,8,97,0
1,391,14,5,5,8,97,0
1,194,14,5,5,20,390,0
1,185,14,5,3,23,585,0
1,440,13,6,3,5,174,0
1,240,14,6,2,5,91,0
1,406,16,6,2,3,27,0
1,526,13,6,2,1,17,0
1,526,13,6,4,0,19,0
1,1455,13,6,4,0,13,0
1,551,14,6,4,1,37,0
1,1172,13,6,4,0,15,0
1,711,14,6,4,2,31,0
1,711,14,6,0,1,28,0
1,309,14,6,0,1,37,0
1,1082,13,6,1,1,15,0
1,299,13,6,1,0,26,0
1,459,14,6,1,3,51,0
1,206,14,6,1,0,39,0
1,509,14,6,1,1,9,0
1,240,14,6,5,4,29,0
