Y,X
24.1607142857,21.9849206349
23.7690476191,21.5444444444
27.7813492064,18.2055555556
52.7324074074,7.0333333333
53.8236111111,6.6388888889
60.6584693085,6.7111111111
66.7333333333,6.1055555556
66.1358669109,4.8170634921
66.9013431013,4.976881105
66.0193223443,4.7388888889
67.3853479854,3.9388888889
66.1424603175,5.9087797619
64.1388888889,9.3329365079
61.1088293651,10.6811507937
56.8111111111,10.6464285714
55.5611111111,10.3214285714
55.7730769231,8.8837606838
58.1166666667,6.8555555556
65.9222222222,5.4833333333
64.1555555556,7.1111111111
63.7666666667,7.7388888889
56.1448412698,7.6301587302
55.4535714286,7.1666666667
63.428968254,4.9666666667
66.7813492063,4.5166666667
65.1519230769,4.9650793651
65.4111416361,3.7722222222
64.6590277778,6.5579861111
62.3096459096,9.6449175824
55.2027281746,11.503197497
39.9333333333,15.9666666667
34.255982906,16.8
28.1670634921,18.5149267399
38.0777777778,14.1833333333
53.9111111111,8.2277777778
61.1444444444,6.6611111111
65.4777777778,6.8833333333
65.3055555556,6.5369047619
66.3742063492,5.1611111111
64.0154761905,5.15
65.1111111111,5.2666666667
65.205006105,4.7142857143
66.5113247863,3.8340277778
68.488034188,6.0079365079
63.45,9.5833943834
59.4333333333,10.8908730159
48.6444444445,13.8
33.4722222222,17.4
28.5166666667,18.8333333333
30.8456349206,17.0301587302
41.1375,13.8498015873
54.4722222222,8.4722222222
56.2222222222,8.8
63.3777777778,6.9611111111
65.9130952381,5.3944444444
67.7888888889,4.5333333333
67.0060515873,5.2415674603
66.3126984127,5.1833333333
66.6260683761,3.9555555556
67.1643772894,5.8833333333
62.8944444445,10.2377289377
54.8611111111,12.1373015873
34.946031746,17.5658730159
33.1,17.2277777778
27.8166666667,18.6722222222
24.9458066239,20.5940972222
33.9598290598,16.2025641026
47.5944444444,11.2555555556
60.0222222222,7.4333333333
62.1146825397,6.8611111111
66.4555555556,6.2301587302
65.2444444445,5.1555555556
64.6002164502,4.7621212121
63.5518518519,4.2412698413
62.5931216931,3.6518518519
65.4277777778,6.2388888889
57.3166666667,11.4138888889
56.95,10.15
52.6252136752,10.0730769231
51.0722222222,10.8388888889
54.4464285714,8.0436507936
57.621031746,7.95
63.6634920635,6.2277777778
63.9722222222,6.7055555556
64.4944444444,6.6007936508
65.5347069597,6.0007936508
65.4118131868,4.4658730159
66.2611111111,5.2333333333
66.023015873,4.4126984127
65.0537851038,3.7243589744
66.3204365079,6.1683150183
64.4888888889,9.4726800977
61.4777777778,10.6163003663
57.6444444444,10.4217643468
53.9277777778,11.1222222222
38.2277777778,16.3333333333
55.1944444445,9.6611111111
55.3523809524,7.2388888889
63.9125,6.1361111111
63.8833333333,6.9666666667
65.3555555556,6.1166666667
65.9321428571,5.1666666667
68.1119047619,4.2833333333
66.3079032079,4.4222222222
65.9873015873,3.95
67.7853174603,3.7888888889
65.2880952381,6.95
61.0488095238,9.8493284493
56.7357142857,11.3746947497
46.2277777778,13.1
28.8444444444,18.9948412698
23.581547619,21.0857142857
22.4496031746,23.1694444444
33.1817460317,15.9875
51.5,8.8555555556
60.6888888889,7.4833333333
64.6444444445,7.2236111111
65.0666666667,5.4555555556
66.9174603175,4.3388888889
64.3763431013,5.1666666667
66.6404761905,4.8222222222
66.403968254,3.8055555556
66.2607142857,6.6936507937
62.8666666667,10.2651098901
56.7222222222,10.903968254
48.9611111111,11.6666666667
41.0174603175,13.1432539683
37.7378472222,14.328125
45.7,10.7833333333
55.2333333333,7.5876984127
60.5222222222,6.6888888889
62.7029411765,6.8679738562
63.4389239029,6.1511788049
66.7917887668,5.153895757
66.1639461233,4.9874503968
64.677457265,4.7586805556
61.6337301587,6.8948412698
73.1137566138,6.4148148148
61.8592592593,11.8293854294
43.7259259259,15.0518518518
35.2088578089,17.4293706294
29.8388888889,18.3277777778
24.8214285714,21.1305555556
33.0444444444,15.7222222222
57.8376984127,7.728968254
57.9444444445,8.128968254
65.5294642857,7.7072420635
64.8400793651,6.4329365079
66.0886446886,4.9987179487
65.4444444444,5.1361111111
66.1408730159,4.4833333333
65.2412698413,4.2777777778
67.0095238095,6.0722222222
65.1869047619,8.9246031746
53.1944444444,14.0162698413
24.5111111111,25.000534188
19.0837301587,26.0801587302
24.5378968254,20.7962301587
24.7055555556,21.4
25.5142857143,21.4984126984
33.9333333333,16.8777777778
50.8607142857,10.2650793651
63.5777777778,6.2654761905
65.6357142857,5.5892857143
67.0341269841,4.5654761905
66.3932539683,4.6214285714
66.4023809524,4.9555555556
68.0828754579,4.0888888889
67.5761904762,6.2047619048
65.4904040404,9.9722041847
59.4,11.7808302808
54.3722222222,11.2198412699
47.1456349207,12.9678571429
47.2753472222,12.0083333333
46.2777777778,11.2742063492
54.3503968254,8.6555555556
58.8579365079,7.6630952381
65.7833333333,6.4444444444
67.2055555556,6.3611111111
65.5888888889,5.1103174603
65.6162698413,4.8555555556
65.7487179487,4.853968254
67.048015873,4.8222222222
68.683974359,3.5944444444
67.0984126984,6.1777777778
64.65,9.4577838828
54.4277777778,12.3035714286
40.0330853175,16.1360615079
33.2888888889,17.5666666667
34.5821428572,16.0777777778
27.4693833944,20.7373931624
32.2452380953,17.3055555556
44.8162698413,12.4575396825
54.9253968254,9.0579365079
60.9293650794,7.3111111111
66.6158730159,6.0166666667
66.1277777778,4.5666666667
65.0407738095,5.1399801587
66.2693833944,5.1357142857
66.8430250305,4.2194749695
68.2257936508,6.2
64.6492559524,10.3075053419
60.7055555556,11.0068986569
52.5777777778,10.9222222222
44.7444444445,14.9888888889
29.101984127,19.6111111111
42.2785714286,13.4571428571
58.8517361111,6.6923611111
64.9436507936,6.8928571429
65.2444444444,6.4317460317
64.8611111111,7.1222222222
66.201984127,5.7744047619
66.5992063492,4.9333333333
65.4456349206,4.8222222222
66.1023809524,4.7035714286
64.9032814408,4.3222222222
67.65,6.5281746032
64.6666666667,10.4156593407
57.9722222222,11.9952228327
47.9722222222,13.2666666667
36.9833333333,15.8888888889
35.4111111111,15.1555555556
45.8087301587,11.5115079365
56.961965812,8.4722222222
67.0250992064,6.30625
65.0555555556,7.5666666667
65.6277777778,7.4380952381
65.5817460317,6.4055555556
66.1511904762,5.4777777778
63.9293650794,5.7
65.4261904762,4.8611111111
63.9696733822,5.0428571429
67.5892857143,6.2821428571
62.6151289682,10.1331272894
59.1777777778,11.6174603175
50.1722222222,11.8055555556
50.3027777778,11.8571428571
51.6444444445,10.4666666667
53.9277777778,8.8277777778
61.45,6.8888888889
66.2765873016,6.6492063492
63.9833333333,7.3388888889
63.4111111111,7.5726495726
65.5388888889,6.6888888889
64.4845238095,5.0388888889
64.2944444444,5.8
65.2353174603,5.5444444444
65.2354700855,5.2
65.8313492063,7.2202380952
64.5277777778,10.1678571429
12.3984737485,34.2021825397
13.0305555556,32.7190934066
20.1583333333,27.398015873
26.6055555556,23.4444444444
29.7666666667,21.9555555555
46.75,14.2722222222
57.1119047619,10.0277777778
65.0825396825,4.6761904762
65.4409035409,4.8444444444
65.1280830281,4.828968254
65.7964590965,4.2222222222
65.9833333333,7.5474358974
62.3257936508,11.7503496503
60.0611111111,12.7113858364
49.2444444444,14.6777777778
32.8513125763,20.9990842491
28.2211805556,22.4708333333
39.5158730159,17.3380952381
54.3392857143,10.7611111111
65.0626984127,6.3333333333
65.5722222222,7.1996527778
65.7222222222,7.1722222222
65.3666666667,6.5166666667
65.8162698413,4.9055555556
65.2650793651,4.8888888889
65.9722222222,5.0944444444
65.0487942613,4.0555555556
65.9555555556,7.6277777778
63.3166666667,10.9964285714
50.4222222222,15.3626984127
37.5777777778,17.75
39.3166666667,17.4388888889
34.5555555556,21.0611111111
23.5091269841,25.4698412698
33.7936507936,19.8527777778
47.2888888889,13.5611111111
60.8166666667,9.6055555556
60.85,10.4388888889
60.9813492063,8.3388888889
65.3293650794,4.855952381
64.5436507937,5.55
65.6173992674,5.7388888889
65.4611111111,4.95
66.5722222222,6.1865079365
62.1888888889,11.5067765568
12.1666666667,35.5777777778
11.5349206349,34.6757936508
11.2537698413,35.3176587302
11.6414529915,35.1698412698
63.8507936508,5.2015376984
63.8565323565,4.5011904762
66.7833333333,6.2611111111
62.1111111111,11.3251526251
52.5777777778,15.3857142857
43.2944444445,14.85
37.1277777778,18.2
33.5615079365,19.7757936508
41.1587301587,16.3273809524
57.7666666667,9.7888888889
61.5444444445,8.4666666667
63.9666666667,7.5055555556
62.6912698413,8.0888888889
66.2444444445,5.8666666667
65.7349206349,4.6222222222
66.1166666667,4.7337301587
65.7083333333,4.5446428571
65.4711080586,4.1222222222
65.0849206349,6.2055555556
61.0555555556,10.9087301587
54.3405982906,14.1658119658
49.3072649573,14.25
51.1888888889,13.1722222222
51.8555555556,11.3388888889
52.6130952381,11.5
65.0972222222,5.7333333333
65.6833333333,6.1
64.1388888889,6.5611111111
65.4948412699,6.1444444444
65.3341269841,5.2222222222
65.3575396825,4.4666666667
64.0949328449,4.9666666667
64.2043650794,5.1833333333
64.8676892552,3.7111111111
66.8064102564,6.5674603175
63.6722222222,10.1523809524
57.7444444444,13.2206959707
55.0873015873,13.1031746032
58.1,10.4722222222
59.3888888889,9.0166666667
62.3861111111,7.85
65.2222222222,6.25
63.5821428572,6.8111111111
65.5031746032,6.8555555556
64.801984127,7.2833333333
66.9666666667,5.8396825397
66.2396825397,4.5444444444
64.9182539683,5
66.8869047619,4.4055555556
66.8803696304,3.6091269841
66.9944444444,6.2771825397
64.0611111111,9.9891025641
57.4,13.257997558
56.5277777778,12.25
54.2277777778,12.65
53.526984127,12.5222222222
54.8119047619,11.6924603175
64.3338522589,6.186019536
64.4007936508,7.121031746
65.4765873016,6.9967948718
66.2964476496,6.622542735
64.9444444445,6.0619047619
65.6722222222,4.6797619048
66.5031135531,4.6564102564
65.9892857143,4.5246031746
65.6558913309,4.1777777778
67.6248855311,6.2167467949
63.671963222,10.5774151774
61.086985237,12.4366809117
54.3247863248,14.3306356838
55.80625,11.0142361111
49.7811507936,14.9620115995
51.0099206349,13.6207837302
53.4401515152,11.8343434343
59.4979242979,9.1230769231
63.8830808081,7.054040404
63.7265873016,6.3551587302
65.4246031746,5.5837301587
65.1051587302,4.41875
64.975,5.019047619
65.5444444444,4.9111111111
64.9091269841,4.1611111111
64.1107142857,6.1761904762
61.621875,9.9371031746
57.5388888889,12.7571428571
59.3266788767,10.2134004884
58.1702380952,9.6284798535
62.1297924298,7.868040293
64.4226190476,6.6535714286
64.6023809524,5.5666666667
64.4718253968,6.4047619048
65.2605692918,6.2488476801
64.7945512821,6.0675213675
64.653968254,4.9992063492
64.9301587302,4.1611111111
64.5986912393,4.1932425214
64.4583638584,4.6760683761
65.6127194565,4.1511363636
65.7507936508,6.2174603175
65.0313492063,9.7124542124
62.7611111111,11.7389499389
61.4722222222,9.5423076923
61.2222222222,9.0888888889
63.540625,7.9460813492
63.5444444444,6.3388888889
62.7912698413,6.3777777778
64.7281746032,6.4603174603
65.6571428571,7.2166666667
65.380952381,6.9380952381
66.5435786436,5.5393162393
66.0869047619,4.7777777778
66.2178571428,4.6611111111
66.6536075036,4.8
65.6698107448,3.9166666667
71.1428571428,6.1213675214
68.4386243386,9.6502645503
66.7037037037,10.8125356125
64.8947089947,10.5804232804
64.8222222222,10.437037037
65.1111111111,9.2193732194
67.5037037037,7.6
68.953968254,6.5851851852
69.4349206349,6.2666666667
69.3703703704,7.3407407407
68.1788359788,7.7148148148
68.8656084656,6.1398504274
69.0761904762,4.7851851852
69.5222222222,4.6444444444
69.835978836,5.0592592593
68.9520833333,4.1638888889
66.6638888889,5.9821428571
64.4333333333,9.7246031746
61.6888888889,11.7404761905
59.4555555556,11.6579365079
56.4757936508,12.2015873016
53.6190476191,12.8376984127
52.7055555556,12.0166666667
55.4095238095,11.1884920635
63.1055555556,7.2444940476
66.8055555556,7.1111111111
65.6777777778,6.6666666667
66.823015873,5.5944444444
65.2825396825,5.2587301587
66.1781746032,4.8944444444
65.3337301587,5.0166666667
67.0402777778,3.8404761905
66.4476190476,6.351984127
64.2338293651,9.4939789377
61.8478632479,11.3731227106
61.7944444444,10.3503968254
63.0888888889,8.9404761905
64.005952381,8.276984127
64.0313492064,7.1277777778
65.2083333333,6.3888888889
65.2488095238,6.1936507937
65.9940972222,6.9853632479
66.9150793651,7.0067460317
66.9611111111,6.0944444444
65.9805555556,5.2
65.7099206349,5.4055555556
65.6690476191,5.0666666667
66.3543650794,4.6388888889
65.4394230769,5.1805555556
63.6166666667,7.8841269841
61.7611111111,9.5638888889
61,8.753968254
62.1833333333,7.1055555556
62.6440476191,7.2333333333
60.7043650794,5.7126984127
61.1402777778,5.2722222222
63.4637667888,5.15
64.7055555556,6.2992063492
64.4277777778,6.9162698413
65.3488095238,5.5777777778
65.9261904762,4.7222222222
65.5663919414,4.3102564103
65.3761599512,5.0183862434
64.8714285714,4.2833333333
66.255952381,5.7130952381
63.9978632479,9.6171855922
60.0817460318,11.0791514042
61.1611111111,9.9531746032
56.8912202381,10.5924107143
63.3777777778,7.5817460317
65.1111111111,6.2055555556
64.5682539683,6.4777777778
66.6277777778,5.8722222222
66.3845238095,6.3376984127
64.7388888889,6.7055555556
66.3968253968,6.3535714286
66.8674984738,4.8826388889
64.0054334554,4.9611111111
66.528968254,4.8166666667
65.9964896215,3.4944444444
67.4182539683,6.021031746
63.6908730159,9.3929181929
58.7111111111,13.4108613609
53.8277777778,14.0468253968
52.2888888889,13.5337301587
37.7293650794,19.7
54.2873015873,11.3630952381
58.7722222222,8.8444444444
64.95,6.6
65.1777777778,6.7833333333
64.2976190476,7.9166666667
65.8833333333,6.9555555556
65.87493895,4.6585470085
63.9476190476,5.1523809524
65.7369047619,5.5595238095
65.9428571429,4.3166666667
66.4773809524,6.3162698413
63.8444444445,10.0198412698
58.5888888889,13.5375
45.1876984127,16.0424603175
33.4666666667,20.3944444444
31.3,21.4888888889
29.6763888889,21.0527777778
42.6154456654,15.606959707
54.3055555556,9.9944444444
55.7198412698,10.9944444444
57.0119047619,10.4615079365
64.5718253968,6.0880952381
63.3678571429,5.1777777778
63.5658730159,4.9388888889
63.765995116,5.0055555556
65.9768620269,4.1253968254
67.1424603175,6.1333333333
63.4166666667,10.2218864469
60.1111111111,12.8137362637
41.0777777778,18.8722222222
29.8698412698,22.41996337
22.1111111111,26.1888888889
21.1313492064,25.4555555556
14.5236568987,31.5412698413
70.5337606838,7.6538461539
67.4833333333,9.844017094
64.7166666667,11.7492063492
37.6055555556,23.8055555556
27.1285714286,29.3450854701
30.3531746032,28.0561355311
31.6944444445,26.6277777778
29.3833333333,27.9444444444
32.3218253968,24.803968254
67.7424603175,7.5476190476
69.2404761905,6.9388888889
70.246031746,6.3222222222
68.2469246032,7.6044146825
67.0388888889,9.9067460317
56.6833333333,13.4337301587
36.2428571429,22.4646825397
17.3555555556,34.2055555556
19.3759920635,30.0515873016
28.1813492064,24.2555555556
29.2896825397,24.923015873
37.2555555556,18.2444444444
46.5095238095,13.3551282051
65.1166666667,7.6944444444
68.6904761905,8.330952381
67.4333333333,7.9444444444
62.7456349206,9.7726190476
65.5412698413,7.0444444444
69.8264957265,6.9179487179
64.0166666667,10.0055555555
49.0218253968,16.148015873
42.2243894994,17.4782356532
29.4134920635,24.1126984127
23.2222222222,27.9555555556
19.6166666667,29.4444444444
23.7285714286,24.8765873016
62.7944444445,7.8777777778
66.0277777778,7.7666666667
65.7991452991,7.6414529915
65.5670634921,7.196031746
69.397008547,7.4688034188
68.5726190476,10.0678571429
62.2555555556,12.1170634921
47.7602564103,15.2931623932
28.9313492064,26.255952381
16.2888888889,35.3571428571
13.3293650794,36.7571428571
18.357390873,31.3350694445
41.5369047619,17.8892857143
53.6333333333,13.0833333333
66.9833333333,8.4388888889
67.580109127,8.1265873016
66.8111111111,7.2444444444
68.8444444445,7.4166666667
68.3833333333,7.6555555556
69.5857142857,6.2888888889
67.9722222222,6.8611111111
61.6888888889,10.6444444444
55.3222222222,11.9166666667
44.4333333333,14.5888888889
30.0976190476,21.9924603175
24.7190476191,24.9452380952
27.2473710318,23.2694444444
39.8611111111,15.4392857143
51.3456349206,10.701984127
53.6666666667,10.5611111111
60.95,9.3444444444
65.1666666667,8.1833333333
68.3277777778,6.6666666667
67.7,6.8777777778
70.1214285714,6.3853174603
69.2722222222,6.5277777778
68.4055555556,8.3321428571
21.6904761905,29.446031746
32.3873015873,22.3714285714
25.2341269841,25.9515873016
23.1254464286,28.5164186508
53.3888888889,11.5
68.2,7.3666666667
68.9777777778,7.0875
69.1444444445,6.7944444444
70.6944444444,6.7068376068
70.094047619,7.4388888889
65.8222222222,11.1746031746
48.25,17.2472222222
32.6611111111,23.7388888889
21.7563492063,32.1734126984
13.2948412698,32.8
18.8892857143,29.096031746
27.1427083333,24.9732638889
36.6166666667,20.2388888889
48.6611111111,13.3722222222
55.2972222222,10.1738095238
66.7,7.4722222222
70.2277777778,7.5722222222
68.0444444444,7.4111111111
