,Date,Team 1 ID,Team 2 ID,winner
19091,2016Q3,7157,4602,7157
19103,2016Q3,5752,6673,5752
19099,2016Q3,7175,5422,7175
19131,2016Q3,7010,5752,5752
19124,2016Q3,7123,4674,7123
19109,2016Q3,5422,7157,5422
19132,2016Q3,7010,5752,5752
19107,2016Q3,5422,7157,5422
19104,2016Q3,5752,6673,5752
19108,2016Q3,5422,7157,7157
22730,2016Q4,5995,6615,6615
22722,2016Q4,6615,5752,5752
22723,2016Q4,6902,4991,6902
22724,2016Q4,4991,6902,6902
22725,2016Q4,5752,7010,7010
22726,2016Q4,5752,7010,5752
22727,2016Q4,5752,7010,7010
22728,2016Q4,5995,6615,5995
22729,2016Q4,5995,6615,6615
22731,2016Q4,7010,6290,7010
22762,2016Q4,4608,5973,5973
22738,2016Q4,7010,5996,7010
22745,2016Q4,6665,5973,6665
22749,2016Q4,7010,5995,7010
22750,2016Q4,4863,5995,5995
22757,2016Q4,6665,5995,5995
22763,2016Q4,7010,5973,7010
22758,2016Q4,7010,4863,7010
22759,2016Q4,4608,6665,6665
22719,2016Q4,6290,7010,6290
22735,2016Q4,5996,7010,7010
22718,2016Q4,5996,6667,6667
22637,2016Q4,5991,5995,5995
22695,2016Q4,6667,6211,6667
22620,2016Q4,6665,4501,6665
22770,2016Q4,7175,4494,7175
22638,2016Q4,5991,5995,5995
22652,2016Q4,6673,6615,6615
22653,2016Q4,6673,6615,6615
22654,2016Q4,6137,4608,6137
22655,2016Q4,6137,4608,6137
22670,2016Q4,7175,6615,6615
22671,2016Q4,7175,6615,7175
22672,2016Q4,7175,6615,6615
22679,2016Q4,5752,6615,5752
22680,2016Q4,5973,6290,6290
22682,2016Q4,5973,5996,5996
22683,2016Q4,6290,5973,6290
22684,2016Q4,6211,7010,7010
22685,2016Q4,5996,5973,5973
22688,2016Q4,4494,5378,5378
22691,2016Q4,5752,4863,5752
22692,2016Q4,5378,4494,5378
22693,2016Q4,6667,6211,6667
22694,2016Q4,6667,6211,6211
22717,2016Q4,5996,6667,6667
22772,2016Q4,6667,4411,6667
22933,2016Q4,4688,7157,7157
22774,2016Q4,7175,6667,6667
22870,2016Q4,4991,5422,5422
22872,2016Q4,5991,5422,5422
22889,2016Q4,7010,4411,4411
22890,2016Q4,7010,4411,4411
22895,2016Q4,6615,5991,6615
22896,2016Q4,6615,5991,5991
22897,2016Q4,6615,5991,6615
22898,2016Q4,5995,6137,5995
22899,2016Q4,5995,6137,6137
22869,2016Q4,7157,5125,7157
22900,2016Q4,5995,6137,6137
22902,2016Q4,7461,7157,7461
22909,2016Q4,4991,6615,6615
22910,2016Q4,4991,6615,6615
22930,2016Q4,7175,4773,7175
22931,2016Q4,7092,7175,7175
22932,2016Q4,4688,7157,7157
22954,2016Q4,6667,4411,6667
22953,2016Q4,6667,4411,4411
22619,2016Q4,5752,5988,5752
22901,2016Q4,7461,7157,7461
22867,2016Q4,7157,6807,6807
22844,2016Q4,6290,5956,6290
22843,2016Q4,6290,5956,6290
22775,2016Q4,5752,4411,4411
22779,2016Q4,6665,4863,6665
22781,2016Q4,5973,5995,5995
22782,2016Q4,5752,6667,6667
22783,2016Q4,4608,5995,4608
22784,2016Q4,4863,5973,5973
22785,2016Q4,7010,6665,6665
22786,2016Q4,7175,6137,7175
22787,2016Q4,4494,4411,4411
22788,2016Q4,4608,7010,7010
22794,2016Q4,4674,7331,4674
22795,2016Q4,4674,7331,7331
22796,2016Q4,4674,7331,4674
22822,2016Q4,4991,6615,4991
22826,2016Q4,6137,4411,6137
22827,2016Q4,4494,6667,6667
22829,2016Q4,5752,4494,5752
22831,2016Q4,7175,5752,5752
22832,2016Q4,5752,6137,6137
22833,2016Q4,7175,4411,4411
22834,2016Q4,6667,6137,6667
22773,2016Q4,4494,6137,6137
22615,2016Q4,6137,6665,6665
22309,2016Q4,7157,6343,7157
22613,2016Q4,5996,6211,6211
22365,2016Q4,6902,4688,4688
22366,2016Q4,6902,4688,6902
22367,2016Q4,6902,4688,6902
22376,2016Q4,5310,6902,5310
22377,2016Q4,5310,6902,6902
22378,2016Q4,5310,6902,6902
22381,2016Q4,6137,5005,6137
22382,2016Q4,6667,6665,6667
22383,2016Q4,5422,4991,4991
22357,2016Q4,6134,7157,6134
22385,2016Q4,6290,5974,5974
22388,2016Q4,6665,6667,6665
22402,2016Q4,5005,7447,5005
22403,2016Q4,5005,7447,7447
22404,2016Q4,5005,7447,5005
22405,2016Q4,6615,5005,6615
22408,2016Q4,5422,4411,4411
22409,2016Q4,6667,4991,4991
22410,2016Q4,4411,5422,5422
22411,2016Q4,6680,6301,6680
22386,2016Q4,4991,5422,4991
22356,2016Q4,6134,7157,7157
22355,2016Q4,6134,7157,6134
22351,2016Q4,6615,6137,6615
22305,2016Q4,7169,7157,7169
22955,2016Q4,6667,4411,4411
22306,2016Q4,7169,7157,7157
22310,2016Q4,7157,6343,7157
22313,2016Q4,6680,5995,5995
22314,2016Q4,6680,5995,5995
22319,2016Q4,4688,6902,6902
22320,2016Q4,4688,6902,4688
22321,2016Q4,4688,6902,6902
22322,2016Q4,4411,5995,4411
22323,2016Q4,4411,5995,4411
22328,2016Q4,6902,5310,5310
22329,2016Q4,6902,5310,5310
22342,2016Q4,6137,6615,6137
22343,2016Q4,6137,5752,6137
22345,2016Q4,5974,6290,5974
22346,2016Q4,5752,6137,6137
22347,2016Q4,6665,5422,5422
22348,2016Q4,6667,5991,5991
22349,2016Q4,5991,6667,6667
22350,2016Q4,5422,6665,5422
22412,2016Q4,5752,4773,5752
22414,2016Q4,5005,6137,6137
22417,2016Q4,4991,6667,4991
22418,2016Q4,7010,7220,7220
22473,2016Q4,5991,5974,5991
22474,2016Q4,4494,6667,6667
22476,2016Q4,6667,4494,4494
22477,2016Q4,5995,5005,5995
22478,2016Q4,5752,6673,6673
22479,2016Q4,5005,5973,5973
22480,2016Q4,5973,5005,5973
22481,2016Q4,6673,5752,5752
22535,2016Q4,5005,5973,5973
22536,2016Q4,5005,5973,5973
22547,2016Q4,4608,6137,6137
22548,2016Q4,5991,6615,5991
22558,2016Q4,6673,6615,6615
22559,2016Q4,6290,6137,6137
22560,2016Q4,6137,6290,6137
22561,2016Q4,5995,7175,7175
22574,2016Q4,5973,5995,5995
22575,2016Q4,5973,5995,5973
22576,2016Q4,5973,5995,5995
22582,2016Q4,5974,6673,6673
22583,2016Q4,5974,6673,6673
22472,2016Q4,6615,6673,6615
22614,2016Q4,7010,6667,7010
22471,2016Q4,6902,5422,5422
22469,2016Q4,4494,6902,4494
22422,2016Q4,7010,6301,7010
22423,2016Q4,7010,6301,7010
22424,2016Q4,5752,5996,5752
22425,2016Q4,5752,5996,5752
22426,2016Q4,5005,7220,5005
22427,2016Q4,5005,7220,7220
22428,2016Q4,5005,7220,7220
22439,2016Q4,5995,5991,5995
22443,2016Q4,5378,4411,5378
22444,2016Q4,4411,5378,4411
22448,2016Q4,5974,5996,5974
22449,2016Q4,5996,5974,5974
22452,2016Q4,5005,6615,6615
22453,2016Q4,6902,4411,4411
22454,2016Q4,4411,6902,4411
22456,2016Q4,7010,7220,7010
22457,2016Q4,7010,7220,7010
22465,2016Q4,6615,6673,6615
22466,2016Q4,5991,5995,5991
22467,2016Q4,6902,4494,6902
22468,2016Q4,5973,7175,7175
22470,2016Q4,5422,6902,5422
22956,2016Q4,6665,6137,6137
23727,2016Q4,7157,6978,7157
22960,2016Q4,5929,6902,6902
23435,2016Q4,4674,5395,5395
23436,2016Q4,4674,5395,5395
23445,2016Q4,7157,4602,4602
23446,2016Q4,7157,4602,4602
23455,2016Q4,6665,6667,6665
23456,2016Q4,6667,5752,6667
23457,2016Q4,6665,6615,6665
23458,2016Q4,6137,5422,5422
23512,2016Q4,7157,7144,7157
23434,2016Q4,4674,5395,4674
23515,2016Q4,7010,5991,5991
23521,2016Q4,6137,7010,6137
23522,2016Q4,6137,7010,6137
23538,2016Q4,6615,5752,5752
23539,2016Q4,6615,5752,6615
23540,2016Q4,6615,5752,6615
23573,2016Q4,5422,6137,6137
23574,2016Q4,5422,6137,5422
23575,2016Q4,5422,6137,6137
23587,2016Q4,6665,6137,6665
23516,2016Q4,5422,5991,5991
23427,2016Q4,7157,4501,7157
23426,2016Q4,4674,7145,4674
23424,2016Q4,7157,6902,7157
23317,2016Q4,4494,6615,6615
23323,2016Q4,5378,6667,5378
23324,2016Q4,5378,6667,6667
23325,2016Q4,5378,6667,6667
23342,2016Q4,6290,7106,6290
23343,2016Q4,6290,7106,6290
23347,2016Q4,6137,6665,6665
23348,2016Q4,6137,6665,6665
23353,2016Q4,5996,7010,7010
23354,2016Q4,5752,7220,5752
23364,2016Q4,6665,6615,6665
23365,2016Q4,6665,6615,6615
23366,2016Q4,6665,6615,6615
23367,2016Q4,6615,6667,6615
23368,2016Q4,6615,6667,6615
23392,2016Q4,5752,7010,7010
23393,2016Q4,5752,7010,7010
23394,2016Q4,5752,5996,5752
23395,2016Q4,5752,5996,5752
23422,2016Q4,7157,6902,6902
23423,2016Q4,7157,6902,7157
23588,2016Q4,6665,6137,6665
23589,2016Q4,4674,5941,5941
23590,2016Q4,4674,5941,5941
23591,2016Q4,6667,6615,6615
23679,2016Q4,6902,5310,6902
23680,2016Q4,5995,6094,5995
23681,2016Q4,5991,7020,5991
23683,2016Q4,4411,6615,6615
23684,2016Q4,5752,6211,5752
23687,2016Q4,4494,4863,4494
23707,2016Q4,4494,7010,4494
23708,2016Q4,7010,5995,5995
23709,2016Q4,5974,5752,5752
23710,2016Q4,5422,5995,5422
23711,2016Q4,6615,5310,6615
23712,2016Q4,5991,6094,5991
23713,2016Q4,5991,4863,5991
23714,2016Q4,4411,6094,6094
23721,2016Q4,4602,7157,4602
23722,2016Q4,4602,7157,7157
23723,2016Q4,4602,7157,4602
23728,2016Q4,7157,6978,6978
23729,2016Q4,7157,6978,7157
23738,2016Q4,5752,5310,5310
22304,2016Q4,7169,7157,7157
23678,2016Q4,6667,7010,6667
23316,2016Q4,4494,6615,6615
23677,2016Q4,5422,5974,5422
23666,2016Q4,5995,5991,5995
23592,2016Q4,6667,6615,6667
23593,2016Q4,6667,6615,6615
23594,2016Q4,5991,6615,6615
23595,2016Q4,5991,6615,6615
23604,2016Q4,6615,6665,6665
23605,2016Q4,6615,6665,6665
23638,2016Q4,5995,6902,6902
23642,2016Q4,4411,6211,4411
23643,2016Q4,7501,7157,7157
23644,2016Q4,6615,4863,6615
23645,2016Q4,5974,6094,6094
23647,2016Q4,7157,7461,7157
23648,2016Q4,6667,5752,6667
23649,2016Q4,5991,7010,7010
23650,2016Q4,4494,5310,5310
23660,2016Q4,4494,7020,4494
23661,2016Q4,7010,6094,7010
23662,2016Q4,6667,6615,6667
23663,2016Q4,4863,5752,4863
23664,2016Q4,6902,5422,6902
23665,2016Q4,4411,5310,5310
23667,2016Q4,5974,6211,5974
22957,2016Q4,6665,6137,6137
23306,2016Q4,5422,6137,6137
23304,2016Q4,5422,6137,6137
23051,2016Q4,6665,4991,6665
23056,2016Q4,6615,5974,5974
23057,2016Q4,5378,5995,5995
23058,2016Q4,7010,6673,7010
23059,2016Q4,4991,6665,6665
23060,2016Q4,5974,6615,6615
23061,2016Q4,5995,5378,5995
23077,2016Q4,5995,5422,5422
23080,2016Q4,5422,5995,5422
23049,2016Q4,6667,5995,6667
23081,2016Q4,6134,6902,6902
23088,2016Q4,6615,6651,6651
23089,2016Q4,5378,6665,6665
23091,2016Q4,6211,6651,6211
23093,2016Q4,4494,5995,5995
23095,2016Q4,5991,4494,5991
23096,2016Q4,6667,4411,4411
23097,2016Q4,6902,5988,6902
23098,2016Q4,5995,4494,4494
23099,2016Q4,6673,5974,5974
23087,2016Q4,6665,5378,6665
23047,2016Q4,5378,5991,5378
23046,2016Q4,5991,5378,5991
23044,2016Q4,5974,6673,5974
22961,2016Q4,5929,6902,6902
22973,2016Q4,5974,5752,5752
22978,2016Q4,5996,6290,6290
22979,2016Q4,5752,5974,5752
22980,2016Q4,6290,6673,6290
22981,2016Q4,6673,6290,6673
22982,2016Q4,6290,5996,6290
22983,2016Q4,6366,5005,5005
22984,2016Q4,6773,5005,6773
23001,2016Q4,6908,5005,5005
23002,2016Q4,6908,5005,5005
23009,2016Q4,6137,4411,6137
23010,2016Q4,6137,4411,4411
23011,2016Q4,6137,4411,4411
23013,2016Q4,5378,6902,6902
23014,2016Q4,6673,7010,7010
23016,2016Q4,6902,5378,5378
23030,2016Q4,7175,5005,7175
23031,2016Q4,7175,5005,5005
23032,2016Q4,7175,5005,7175
23043,2016Q4,5995,6667,6667
23100,2016Q4,4494,5991,5991
23101,2016Q4,5752,6211,6211
23102,2016Q4,4411,6667,6667
23125,2016Q4,4494,5422,4494
23229,2016Q4,4411,5991,5991
23230,2016Q4,6902,6665,6665
23231,2016Q4,6665,6902,6665
23232,2016Q4,5991,4411,4411
23233,2016Q4,4411,4494,4411
23236,2016Q4,7175,6773,6773
23237,2016Q4,7175,6773,7175
23238,2016Q4,7175,6773,7175
23239,2016Q4,7175,6773,7175
23258,2016Q4,6134,7157,7157
23259,2016Q4,6134,7157,6134
23260,2016Q4,6134,7157,6134
23265,2016Q4,6902,4674,6902
23266,2016Q4,6902,4674,4674
23267,2016Q4,6902,4674,4674
23293,2016Q4,6290,7104,6290
23294,2016Q4,6290,7104,7104
23295,2016Q4,6290,7104,7104
23296,2016Q4,6665,4411,4411
23297,2016Q4,6665,4411,6665
23298,2016Q4,6665,4411,6665
23228,2016Q4,4494,4411,4494
23305,2016Q4,5422,6137,5422
23199,2016Q4,6902,6651,6651
23197,2016Q4,6902,6651,6651
23126,2016Q4,4991,5995,5995
23128,2016Q4,5422,4494,4494
23129,2016Q4,5995,4411,5995
23130,2016Q4,5995,4991,5995
23131,2016Q4,4411,5995,4411
23133,2016Q4,6665,4411,6665
23134,2016Q4,4411,6665,6665
23162,2016Q4,5752,6615,5752
23163,2016Q4,5752,6615,5752
23164,2016Q4,6651,5752,5752
23165,2016Q4,6651,5752,6651
23166,2016Q4,6651,5752,6651
23173,2016Q4,6902,6667,6902
23174,2016Q4,6665,5995,6665
23175,2016Q4,5995,6665,6665
23176,2016Q4,6667,6902,6667
23186,2016Q4,6211,6651,6651
23187,2016Q4,6211,6651,6651
23194,2016Q4,6211,6134,6134
23195,2016Q4,6211,6134,6211
23196,2016Q4,6211,6134,6211
23198,2016Q4,6902,6651,6902
22299,2016Q4,5378,4411,5378
21867,2016Q4,6673,5422,5422
22294,2016Q4,4674,6902,6902
21167,2016Q4,4608,5991,5991
21170,2016Q4,6211,6736,6211
21172,2016Q4,6736,6211,6211
21173,2016Q4,6301,5973,5973
21174,2016Q4,5974,6680,5974
21175,2016Q4,5973,6301,5973
21176,2016Q4,6680,5974,6680
21177,2016Q4,6615,6137,6137
21178,2016Q4,6137,6615,6137
21163,2016Q4,5422,5378,5378
21209,2016Q4,6667,6651,6667
21231,2016Q4,5395,4991,4991
21232,2016Q4,5310,4411,4411
21233,2016Q4,4494,6665,4494
21234,2016Q4,4991,5395,4991
21235,2016Q4,5378,5995,5995
21236,2016Q4,6667,5988,6667
21237,2016Q4,5988,6667,5988
21238,2016Q4,7175,4608,4608
21239,2016Q4,5991,5422,5991
21210,2016Q4,6667,6651,6667
21162,2016Q4,5378,5422,5378
21161,2016Q4,6667,4608,6667
21160,2016Q4,5995,6902,6902
21106,2016Q4,5995,6665,5995
21107,2016Q4,4494,5310,4494
21108,2016Q4,7175,4991,4991
21109,2016Q4,4991,7175,4991
21112,2016Q4,6665,5995,5995
21113,2016Q4,6667,5422,6667
21114,2016Q4,4411,5395,4411
21115,2016Q4,5310,4494,4494
21119,2016Q4,5422,6667,6667
21120,2016Q4,5395,4411,4411
21143,2016Q4,6137,5996,5996
21144,2016Q4,5988,4991,4991
21145,2016Q4,5996,6137,6137
21147,2016Q4,6902,5995,5995
21148,2016Q4,4608,6667,6667
21149,2016Q4,4991,5988,4991
21151,2016Q4,5991,4608,4608
21152,2016Q4,5310,6667,6667
21154,2016Q4,6667,5310,6667
21155,2016Q4,5991,7175,5991
21157,2016Q4,7175,5991,7175
21240,2016Q4,5422,5991,5991
21105,2016Q4,5005,6673,6673
21242,2016Q4,4411,5310,4411
21248,2016Q4,4608,7175,7175
21330,2016Q4,6301,5974,5974
21331,2016Q4,5974,6301,5974
21359,2016Q4,6615,5996,6615
21360,2016Q4,5996,6615,6615
21362,2016Q4,6673,5973,6673
21364,2016Q4,5973,6673,5973
21365,2016Q4,7339,4674,7339
21369,2016Q4,7145,7157,7157
21371,2016Q4,5991,4991,5991
21328,2016Q4,6615,6673,6615
21376,2016Q4,4991,5991,5991
21385,2016Q4,5378,6667,6667
21408,2016Q4,5752,5996,5752
21409,2016Q4,5996,5752,5752
21424,2016Q4,7175,5422,5422
21425,2016Q4,7175,5422,5422
21437,2016Q4,7175,6807,7175
21438,2016Q4,7175,6807,7175
21467,2016Q4,7010,5973,7010
21468,2016Q4,5005,6290,6290
21381,2016Q4,6667,5378,6667
21327,2016Q4,6211,6386,6211
21326,2016Q4,6736,5973,5973
21323,2016Q4,5973,6736,6736
21249,2016Q4,6386,7010,7010
21250,2016Q4,6665,4494,6665
21251,2016Q4,5995,5378,5378
21252,2016Q4,6137,5973,6137
21253,2016Q4,6673,6211,6673
21254,2016Q4,7010,6386,7010
21255,2016Q4,5973,6137,5973
21263,2016Q4,5422,5378,5422
21264,2016Q4,5422,5378,5422
21284,2016Q4,5005,5974,5974
21285,2016Q4,5974,5005,5005
21291,2016Q4,5991,5422,5422
21300,2016Q4,4991,5378,5378
21304,2016Q4,5378,4991,4991
21306,2016Q4,5422,5991,5991
21315,2016Q4,7106,5005,5005
21317,2016Q4,6680,7010,7010
21318,2016Q4,6673,6615,6673
21320,2016Q4,5005,7106,5005
21321,2016Q4,6386,6211,6211
21322,2016Q4,7010,6680,7010
21244,2016Q4,6211,6673,6211
21104,2016Q4,6673,5005,5005
21088,2016Q4,4494,5988,4494
21087,2016Q4,5988,4494,4494
20771,2016Q4,4411,4991,4991
20772,2016Q4,4494,5378,5378
20785,2016Q4,4494,7175,4494
20789,2016Q4,7175,4494,4494
20791,2016Q4,5988,4411,4411
20793,2016Q4,4411,5988,4411
20794,2016Q4,4991,5991,4991
20796,2016Q4,6301,7106,6301
20798,2016Q4,7106,6301,6301
20770,2016Q4,7175,5988,5988
20799,2016Q4,5974,6615,6615
20804,2016Q4,6615,5974,6615
20811,2016Q4,6673,6137,6137
20812,2016Q4,6137,6673,6137
20818,2016Q4,5378,7243,7243
20823,2016Q4,5378,7268,7268
20835,2016Q4,5991,4501,5991
20838,2016Q4,6665,4501,6665
20839,2016Q4,6902,6737,6902
20844,2016Q4,5974,6211,5974
20800,2016Q4,5991,4991,5991
20769,2016Q4,5991,5310,5991
20767,2016Q4,5310,5991,5991
20766,2016Q4,5378,4494,4494
22295,2016Q4,4674,6902,6902
20584,2016Q4,6665,4991,4991
20585,2016Q4,6137,5378,6137
20586,2016Q4,6665,6615,6615
20588,2016Q4,4991,5973,5973
20589,2016Q4,6615,5995,6615
20590,2016Q4,5973,5378,5378
20591,2016Q4,4608,6137,4608
20647,2016Q4,4991,5973,5973
20648,2016Q4,6615,5378,5378
20673,2016Q4,4608,5973,5973
20674,2016Q4,4608,5973,4608
20675,2016Q4,4608,5973,4608
20724,2016Q4,6137,5378,6137
20725,2016Q4,6137,5378,5378
20726,2016Q4,6137,5378,5378
20746,2016Q4,4608,5378,5378
20747,2016Q4,4608,5378,4608
20748,2016Q4,4608,5378,4608
20764,2016Q4,4991,4411,4991
20765,2016Q4,5988,7175,7175
20846,2016Q4,6902,7329,6902
20847,2016Q4,6211,5974,6211
20848,2016Q4,7010,5973,7010
20849,2016Q4,5973,7010,5973
21018,2016Q4,5991,5378,5991
21019,2016Q4,5991,5378,5378
21020,2016Q4,5991,5378,5378
21021,2016Q4,4688,5378,5378
21022,2016Q4,4688,5378,5378
21029,2016Q4,5422,6902,5422
21030,2016Q4,5422,6902,5422
21033,2016Q4,6615,6290,6615
21034,2016Q4,7010,6137,6137
21035,2016Q4,5974,7010,7010
21036,2016Q4,6290,6615,6615
21037,2016Q4,4411,4991,4991
21039,2016Q4,6137,7010,6137
21040,2016Q4,4494,4991,4494
21041,2016Q4,7010,5974,7010
21042,2016Q4,4991,4411,4991
21043,2016Q4,4991,4494,4494
21065,2016Q4,7268,5378,7268
21066,2016Q4,7268,5378,7268
21076,2016Q4,6134,5378,5378
21077,2016Q4,6134,5378,5378
21017,2016Q4,6665,6902,6902
21469,2016Q4,6290,5005,6290
21016,2016Q4,6665,6902,6902
20967,2016Q4,5752,5973,5973
20850,2016Q4,6386,6301,6386
20851,2016Q4,6301,6673,6673
20852,2016Q4,6673,6301,6673
20853,2016Q4,6902,5144,5144
20854,2016Q4,5991,6298,5991
20856,2016Q4,6301,6386,6386
20875,2016Q4,6615,7010,6615
20876,2016Q4,7010,6615,7010
20881,2016Q4,5378,7310,5378
20917,2016Q4,6902,6134,6134
20924,2016Q4,5991,7262,5991
20925,2016Q4,6665,5991,5991
20928,2016Q4,6665,6298,6665
20936,2016Q4,5974,5973,5973
20937,2016Q4,6665,7262,6665
20939,2016Q4,5973,5974,5974
20947,2016Q4,6137,5974,6137
20948,2016Q4,7010,5752,5752
20954,2016Q4,5752,7010,5752
20959,2016Q4,5974,6137,5974
20966,2016Q4,5973,5752,5752
21015,2016Q4,6665,6902,6665
21470,2016Q4,7010,5005,7010
20884,2016Q4,5378,6762,5378
21472,2016Q4,5005,7010,7010
22009,2016Q4,6290,4559,6290
22010,2016Q4,6290,4559,6290
22025,2016Q4,5752,5422,5752
22026,2016Q4,6137,6673,6137
22027,2016Q4,4411,6667,4411
22040,2016Q4,7175,7169,7175
22041,2016Q4,7175,7169,7169
22042,2016Q4,7175,7169,7169
22047,2016Q4,4773,4674,4674
22008,2016Q4,7326,6290,7326
22048,2016Q4,4773,4674,4674
22050,2016Q4,6211,6474,6211
22051,2016Q4,6211,6773,6211
22052,2016Q4,6211,6773,6211
22071,2016Q4,6615,5752,5752
22072,2016Q4,6615,5752,5752
22079,2016Q4,5991,4411,4411
22080,2016Q4,5991,4411,4411
22081,2016Q4,4602,4674,4674
22082,2016Q4,4602,4674,4674
22049,2016Q4,6211,6474,6211
22007,2016Q4,7326,6290,7326
22004,2016Q4,7157,4869,4869
22003,2016Q4,7157,4869,4869
21893,2016Q4,6137,6667,6137
21894,2016Q4,5991,5973,5991
21895,2016Q4,7157,7169,7169
21896,2016Q4,4494,6615,4494
21909,2016Q4,4674,5158,4674
21912,2016Q4,7010,6615,6615
21915,2016Q4,7175,4674,7175
21916,2016Q4,7175,7349,7175
21938,2016Q4,6667,6673,6667
21940,2016Q4,6137,5422,6137
21944,2016Q4,6615,5991,5991
21948,2016Q4,4411,5752,5752
21949,2016Q4,7010,4494,7010
21951,2016Q4,4494,5991,4494
21961,2016Q4,6290,5596,5596
21962,2016Q4,7010,5973,5973
21966,2016Q4,6773,6211,6211
21971,2016Q4,6211,7347,6211
21981,2016Q4,4674,5158,5158
21982,2016Q4,4674,5158,4674
21983,2016Q4,4674,5158,4674
22107,2016Q4,4674,4501,4501
22108,2016Q4,4674,4501,4674
22109,2016Q4,4674,4501,4501
22119,2016Q4,6137,4411,4411
22230,2016Q4,7439,6301,6301
22231,2016Q4,7439,6301,6301
22236,2016Q4,7425,7157,7157
22237,2016Q4,7425,7157,7157
22238,2016Q4,5005,4643,5005
22239,2016Q4,5005,4643,5005
22240,2016Q4,6301,5005,6301
22241,2016Q4,6301,5005,6301
22251,2016Q4,5378,6680,5378
22252,2016Q4,4411,5995,4411
22257,2016Q4,5929,4674,5929
22258,2016Q4,5752,5005,5752
22259,2016Q4,7175,4688,4688
22260,2016Q4,5005,5752,5752
22261,2016Q4,6902,4674,4674
22283,2016Q4,7175,5310,5310
22284,2016Q4,7175,5310,7175
22285,2016Q4,7175,5310,5310
22286,2016Q4,4501,6902,6902
21471,2016Q4,5973,7010,7010
22287,2016Q4,4501,6902,6902
22223,2016Q4,6651,7157,6651
21892,2016Q4,6137,5752,6137
22222,2016Q4,6651,7157,7157
22220,2016Q4,6665,4494,6665
22120,2016Q4,6137,4411,6137
22121,2016Q4,6137,4411,6137
22125,2016Q4,5929,4674,4674
22126,2016Q4,5929,4674,4674
22127,2016Q4,6137,5752,6137
22128,2016Q4,6137,5752,5752
22129,2016Q4,6137,5752,5752
22138,2016Q4,6211,4863,4863
22139,2016Q4,6211,4863,4863
22140,2016Q4,4494,5752,5752
22141,2016Q4,4494,5752,5752
22188,2016Q4,5005,5996,5005
22191,2016Q4,6615,5973,6615
22194,2016Q4,5991,6665,5991
22196,2016Q4,5973,6615,5973
22199,2016Q4,6665,5991,5991
22211,2016Q4,6673,5996,5996
22212,2016Q4,5996,6673,6673
22216,2016Q4,4494,6665,6665
22218,2016Q4,5752,6290,5752
22219,2016Q4,6290,5752,5752
22221,2016Q4,6651,7157,6651
21891,2016Q4,4411,6673,4411
22198,2016Q4,5996,5005,5996
21879,2016Q4,7010,5991,5991
21647,2016Q4,5995,5422,5422
21649,2016Q4,5422,5995,5995
21667,2016Q4,5929,7175,7175
21668,2016Q4,5929,7175,5929
21669,2016Q4,5929,7175,5929
21670,2016Q4,4674,4869,4869
21671,2016Q4,4674,4869,4869
21683,2016Q4,7409,4674,4674
21697,2016Q4,4494,7010,4494
21698,2016Q4,5752,6667,5752
21712,2016Q4,4559,4674,4674
21713,2016Q4,4559,4674,4559
21714,2016Q4,4559,4674,4674
21717,2016Q4,6134,4674,6134
21718,2016Q4,6134,4674,4674
21719,2016Q4,6134,4674,4674
21732,2016Q4,4494,5752,4494
21740,2016Q4,5005,7414,5005
21741,2016Q4,5005,7414,5005
21744,2016Q4,7413,6290,6290
21745,2016Q4,7413,6290,6290
21645,2016Q4,6137,5310,6137
21748,2016Q4,6290,6707,6290
21644,2016Q4,4411,4608,4608
21642,2016Q4,5310,6137,6137
21473,2016Q4,6902,5991,6902
21475,2016Q4,5991,6902,6902
21888,2016Q4,6667,5422,6667
21525,2016Q4,4501,7157,4501
21526,2016Q4,4501,7157,4501
21583,2016Q4,5310,4991,4991
21584,2016Q4,5995,4411,4411
21588,2016Q4,4991,5310,5310
21589,2016Q4,4411,5995,5995
21592,2016Q4,5378,6137,5378
21593,2016Q4,6137,5378,5378
21609,2016Q4,4674,7018,4674
21610,2016Q4,4991,6137,4991
21612,2016Q4,4411,5422,4411
21613,2016Q4,5995,4608,5995
21614,2016Q4,4608,5995,4608
21615,2016Q4,5422,4411,5422
21626,2016Q4,5378,5310,5310
21627,2016Q4,5310,5378,5378
21639,2016Q4,5378,4991,5378
21640,2016Q4,4991,5378,4991
21643,2016Q4,4608,4411,4411
21749,2016Q4,6290,6707,6290
21621,2016Q4,6137,4991,6137
21751,2016Q4,5995,6137,5995
21817,2016Q4,5378,5422,5422
21818,2016Q4,5378,5422,5422
21819,2016Q4,5378,6137,6137
21820,2016Q4,5378,6137,5378
21821,2016Q4,5378,6137,5378
21822,2016Q4,5005,6290,5005
21823,2016Q4,5005,6290,5005
21833,2016Q4,7157,7408,7157
21834,2016Q4,7157,7408,7157
21835,2016Q4,7108,6301,6301
21836,2016Q4,7108,6301,6301
21850,2016Q4,7354,6301,6301
21858,2016Q4,6773,6301,6301
21859,2016Q4,6773,6301,6301
21869,2016Q4,6137,4411,4411
21871,2016Q4,4411,5422,5422
21872,2016Q4,4494,5973,4494
21877,2016Q4,6615,5973,6615
21750,2016Q4,5995,6137,6137
21873,2016Q4,5752,6667,5752
21876,2016Q4,5752,6673,5752
21816,2016Q4,5378,5422,5378
21813,2016Q4,5005,6817,5005
21849,2016Q4,7354,6301,6301
21802,2016Q4,7157,6978,6978
